listing_id,review_id,date,reviewer_id
475,998,2017-12-11,6637
278,999,2020-10-01,5738
456,1000,2025-04-06,8486
151,1001,2025-08-12,6826
114,1002,2018-04-22,6623
421,1003,2017-04-14,5101
266,1004,2019-03-05,10837
96,1005,2020-11-17,7454
141,1006,2018-03-30,10860
102,1007,2020-05-12,7858
283,1008,2026-02-03,11693
295,1009,2017-04-21,11134
202,1010,2021-02-26,6463
476,1011,2021-04-08,10394
398,1012,2021-11-13,7965
489,1013,2020-09-17,11160
33,1014,2020-09-24,10673
214,1015,2024-11-10,7056
300,1016,2018-01-07,10109
47,1017,2025-03-07,7272
439,1018,2025-01-26,5569
485,1019,2019-09-04,7786
103,1020,2021-09-26,9509
452,1021,2016-03-21,5708
507,1022,2022-12-13,10042
579,1023,2018-02-12,6412
307,1024,2023-10-27,6497
43,1025,2025-11-22,6381
294,1026,2022-04-14,6795
456,1027,2019-06-14,7184
274,1028,2016-11-14,11296
509,1029,2017-11-20,6794
276,1030,2019-11-15,8509
344,1031,2024-12-04,6608
514,1032,2025-03-28,8184
587,1033,2018-11-12,8675
584,1034,2024-07-13,5088
170,1035,2020-01-10,7403
549,1036,2020-02-23,11105
231,1037,2020-03-30,11898
141,1038,2020-09-08,9582
582,1039,2016-06-18,7300
479,1040,2017-12-09,6620
529,1041,2020-11-12,11012
273,1042,2016-09-15,10348
13,1043,2016-01-14,9879
348,1044,2018-07-19,9103
346,1045,2023-01-07,7563
494,1046,2024-04-26,7194
179,1047,2017-01-09,8201
286,1048,2018-08-18,7631
17,1049,2025-05-14,11537
34,1050,2022-07-10,11398
226,1051,2021-05-07,9371
80,1052,2018-12-08,10504
438,1053,2016-07-23,7496
501,1054,2025-06-28,10304
421,1055,2024-04-06,5768
301,1056,2018-06-28,8732
518,1057,2026-03-02,9280
269,1058,2019-02-03,6738
469,1059,2016-07-28,8245
385,1060,2016-12-03,9441
463,1061,2025-06-15,10339
360,1062,2025-11-07,8404
263,1063,2026-01-18,8392
479,1064,2017-06-22,10565
398,1065,2024-06-19,6915
414,1066,2022-03-16,11628
69,1067,2020-02-15,10399
305,1068,2025-11-22,10685
90,1069,2021-10-28,8053
530,1070,2024-05-15,9988
585,1071,2016-05-17,5489
153,1072,2021-01-28,8894
171,1073,2022-06-20,11906
113,1074,2016-02-15,11365
530,1075,2019-06-15,7740
42,1076,2023-10-27,8722
576,1077,2020-04-26,5167
298,1078,2018-08-25,7976
422,1079,2024-06-10,8509
35,1080,2019-10-14,5299
234,1081,2023-12-01,7031
455,1082,2018-12-29,8480
522,1083,2018-10-03,6730
28,1084,2020-06-11,8957
451,1085,2023-06-20,6728
23,1086,2025-03-02,8314
483,1087,2023-11-10,11483
124,1088,2022-02-22,6111
188,1089,2024-03-29,6502
431,1090,2020-08-07,8894
589,1091,2023-03-16,7303
84,1092,2022-11-21,5132
525,1093,2021-01-25,9162
520,1094,2020-10-30,7695
224,1095,2021-08-19,11225
338,1096,2023-08-01,9897
48,1097,2020-05-05,8856
211,1098,2022-06-03,8397
210,1099,2019-06-01,10568
174,1100,2023-10-23,9219
516,1101,2024-06-23,8945
410,1102,2016-04-08,11077
323,1103,2024-12-15,10223
331,1104,2025-07-06,5179
310,1105,2022-05-27,6130
143,1106,2025-04-16,5966
467,1107,2016-08-28,7149
575,1108,2020-09-26,11266
80,1109,2022-02-10,8288
454,1110,2016-05-01,8335
401,1111,2018-04-23,6530
63,1112,2024-07-20,5571
412,1113,2024-07-22,6334
592,1114,2023-08-01,5121
486,1115,2018-02-24,11632
595,1116,2022-07-09,6452
522,1117,2025-05-30,10043
83,1118,2023-07-19,9641
550,1119,2017-10-16,9018
123,1120,2022-04-20,6260
429,1121,2023-11-17,7644
209,1122,2024-08-30,11588
239,1123,2021-03-14,5740
469,1124,2024-04-08,5049
547,1125,2020-09-28,11736
316,1126,2022-11-06,7149
176,1127,2020-07-17,9811
299,1128,2017-10-08,5247
212,1129,2024-01-19,10697
549,1130,2023-09-14,10446
241,1131,2025-11-30,5713
244,1132,2019-08-31,7477
20,1133,2017-04-07,7312
368,1134,2024-09-09,9633
429,1135,2021-01-15,5219
390,1136,2022-09-18,6471
66,1137,2022-12-01,7785
552,1138,2020-12-03,6555
3,1139,2020-02-15,7117
544,1140,2017-10-27,7224
238,1141,2022-04-18,9199
285,1142,2023-05-21,11441
252,1143,2025-02-06,5444
151,1144,2024-10-11,10683
78,1145,2021-03-23,10936
552,1146,2017-04-02,8393
483,1147,2021-08-18,5045
396,1148,2023-02-09,8087
278,1149,2023-06-09,6816
117,1150,2019-11-08,10285
541,1151,2022-07-03,11189
54,1152,2017-02-25,8109
259,1153,2025-11-23,11327
595,1154,2026-04-30,10920
146,1155,2026-02-08,11962
524,1156,2017-01-16,7691
2,1157,2018-03-29,8676
48,1158,2017-04-13,8899
56,1159,2022-09-19,6278
423,1160,2023-01-27,7444
44,1161,2021-01-01,5392
209,1162,2016-05-07,9203
553,1163,2016-05-08,9240
68,1164,2021-02-03,6305
412,1165,2017-09-07,9331
170,1166,2022-09-26,8396
564,1167,2017-12-13,10335
304,1168,2025-05-04,7450
540,1169,2019-08-29,11162
31,1170,2023-05-29,11968
20,1171,2021-02-17,6206
529,1172,2021-09-10,10404
594,1173,2019-10-20,9628
189,1174,2023-03-12,10298
479,1175,2023-01-29,7257
91,1176,2016-11-04,8432
553,1177,2016-01-09,8465
116,1178,2024-01-24,9913
395,1179,2025-08-17,5902
176,1180,2024-12-20,8868
416,1181,2020-05-24,6084
16,1182,2022-04-02,5271
544,1183,2017-06-30,11886
18,1184,2018-09-10,10119
123,1185,2021-02-11,5465
180,1186,2026-05-07,8451
200,1187,2023-07-17,7167
288,1188,2019-01-08,6788
334,1189,2025-01-02,9873
391,1190,2023-01-25,10332
189,1191,2023-03-14,7073
343,1192,2021-11-07,10574
497,1193,2026-02-03,5048
84,1194,2018-01-01,5089
303,1195,2025-02-01,10422
147,1196,2019-05-06,6329
383,1197,2018-05-30,8340
20,1198,2022-07-26,5737
160,1199,2018-07-01,8756
373,1200,2018-10-15,5073
188,1201,2022-03-08,7181
584,1202,2021-01-22,8318
61,1203,2018-10-20,9997
386,1204,2023-04-12,11234
460,1205,2016-01-04,6080
301,1206,2018-09-19,8075
326,1207,2017-06-28,11917
316,1208,2016-06-21,7883
364,1209,2018-06-29,10721
436,1210,2018-11-13,9106
82,1211,2023-11-06,9364
451,1212,2024-11-08,8008
286,1213,2023-08-15,5133
249,1214,2025-10-18,8277
279,1215,2025-06-04,9178
560,1216,2017-08-24,5973
361,1217,2025-10-21,10872
584,1218,2021-01-24,9082
255,1219,2021-10-21,8026
284,1220,2023-12-27,8277
421,1221,2017-09-15,6618
131,1222,2018-08-03,8505
40,1223,2020-04-10,8303
475,1224,2022-10-11,11352
542,1225,2020-07-28,7324
600,1226,2016-10-28,6059
382,1227,2022-07-09,7542
581,1228,2025-02-26,8969
179,1229,2017-07-06,11131
52,1230,2018-11-16,6523
538,1231,2020-05-03,6511
170,1232,2020-08-09,9617
132,1233,2016-02-15,8144
427,1234,2020-06-18,5595
465,1235,2022-05-20,9779
418,1236,2017-12-25,6549
354,1237,2020-03-24,9999
159,1238,2022-08-05,11039
562,1239,2018-10-12,6764
329,1240,2024-06-05,9528
489,1241,2025-09-13,8275
570,1242,2021-10-09,8801
508,1243,2021-01-21,10004
192,1244,2020-03-04,11397
445,1245,2016-02-20,7466
125,1246,2018-10-08,7087
538,1247,2017-12-08,5400
536,1248,2025-09-20,11614
258,1249,2026-01-14,9980
253,1250,2017-01-26,7681
205,1251,2022-10-06,9324
195,1252,2024-07-28,9911
87,1253,2017-09-25,6032
413,1254,2016-02-10,5240
5,1255,2026-01-21,5544
297,1256,2019-05-03,5406
478,1257,2020-06-21,6202
69,1258,2024-11-19,7498
233,1259,2025-07-25,5276
292,1260,2024-03-13,9620
73,1261,2018-06-10,7461
122,1262,2016-03-09,6672
529,1263,2025-02-06,9709
508,1264,2019-08-09,6247
557,1265,2021-04-09,6084
34,1266,2022-08-19,10020
554,1267,2020-11-15,10279
336,1268,2025-05-04,10499
393,1269,2019-05-02,6308
139,1270,2019-04-30,5093
338,1271,2022-12-18,10811
155,1272,2016-08-15,9248
188,1273,2018-08-14,7759
238,1274,2016-05-06,9671
497,1275,2020-10-13,8507
105,1276,2022-12-24,7138
573,1277,2026-02-26,10082
411,1278,2017-05-27,9656
559,1279,2026-05-01,11688
35,1280,2023-04-12,8031
412,1281,2021-12-27,6078
5,1282,2016-12-14,8881
374,1283,2018-10-04,10144
3,1284,2021-01-11,10043
419,1285,2020-08-02,5823
539,1286,2020-10-29,9684
342,1287,2021-05-21,6252
298,1288,2025-07-11,11935
7,1289,2019-06-22,7030
315,1290,2021-07-03,7110
124,1291,2023-12-21,6338
326,1292,2018-07-12,5594
199,1293,2021-05-28,10410
324,1294,2025-07-15,8315
100,1295,2016-02-22,5424
509,1296,2021-06-30,9062
202,1297,2023-03-16,6389
76,1298,2021-07-25,7864
64,1299,2018-07-13,8432
89,1300,2024-06-30,9715
184,1301,2016-07-03,6201
342,1302,2025-05-06,10095
598,1303,2022-09-13,10916
73,1304,2022-08-16,6624
529,1305,2021-06-06,6584
216,1306,2021-02-25,5330
195,1307,2019-05-06,10994
189,1308,2025-02-01,7407
318,1309,2019-01-31,11935
460,1310,2019-03-19,9505
1,1311,2024-09-28,7219
506,1312,2020-11-01,5210
455,1313,2024-05-29,9378
426,1314,2025-09-17,6054
231,1315,2019-07-15,5538
6,1316,2023-10-04,11856
482,1317,2020-08-20,7632
79,1318,2024-09-19,11201
74,1319,2024-10-26,8860
35,1320,2026-04-21,10636
571,1321,2025-07-27,11399
366,1322,2017-01-02,8959
245,1323,2023-05-16,6363
552,1324,2022-08-26,7843
81,1325,2019-01-02,7880
393,1326,2018-02-27,7095
38,1327,2022-10-14,11667
76,1328,2022-04-05,11510
363,1329,2021-09-15,5011
353,1330,2019-11-19,9461
81,1331,2024-03-04,11034
98,1332,2019-08-07,11841
463,1333,2018-12-03,7222
402,1334,2023-07-03,7996
255,1335,2022-10-02,10459
120,1336,2026-05-03,8263
49,1337,2023-04-02,9029
485,1338,2016-01-12,5414
292,1339,2016-02-16,9815
252,1340,2026-01-02,11790
13,1341,2024-01-15,7551
327,1342,2026-01-04,7553
121,1343,2022-01-19,7263
19,1344,2024-07-14,7036
560,1345,2017-09-04,6459
84,1346,2025-01-07,9420
25,1347,2023-08-21,6712
392,1348,2020-05-31,11299
165,1349,2024-08-08,11049
41,1350,2018-09-04,9208
381,1351,2026-04-07,11723
558,1352,2022-03-21,8271
286,1353,2023-01-17,10680
22,1354,2023-05-27,8643
547,1355,2022-01-22,5101
156,1356,2020-05-23,7635
162,1357,2022-10-26,10716
347,1358,2017-01-05,8130
290,1359,2023-10-05,8582
212,1360,2025-09-21,6668
243,1361,2019-11-04,10905
428,1362,2017-06-25,6639
57,1363,2018-02-16,9955
480,1364,2019-05-13,7159
22,1365,2021-08-22,9155
55,1366,2024-07-18,11296
443,1367,2021-06-19,5348
518,1368,2024-01-27,9957
572,1369,2021-06-01,5348
173,1370,2016-06-17,10566
121,1371,2022-09-21,10728
95,1372,2022-01-24,11873
289,1373,2025-09-15,6821
81,1374,2017-01-11,6635
149,1375,2025-02-02,8193
388,1376,2017-02-14,5788
344,1377,2022-01-09,7258
567,1378,2019-10-18,9594
49,1379,2019-11-05,6335
409,1380,2018-09-14,6527
123,1381,2017-04-01,9866
413,1382,2016-05-12,7418
466,1383,2024-12-15,10601
163,1384,2017-08-24,5148
322,1385,2018-07-14,9920
482,1386,2023-08-09,5057
488,1387,2021-05-09,7233
373,1388,2023-12-22,7281
304,1389,2021-05-21,10950
59,1390,2025-09-07,9356
141,1391,2026-04-20,10247
202,1392,2016-11-23,8635
66,1393,2019-03-30,8198
76,1394,2025-03-24,10059
587,1395,2019-10-20,10973
250,1396,2022-06-19,7230
432,1397,2025-10-29,11493
498,1398,2025-01-05,8174
418,1399,2017-06-25,8337
185,1400,2018-10-13,7676
591,1401,2020-03-19,5022
373,1402,2018-08-08,5111
142,1403,2024-05-26,8148
76,1404,2024-04-18,9379
309,1405,2016-03-08,6062
383,1406,2021-06-14,11659
569,1407,2026-03-04,8673
7,1408,2018-06-04,8180
530,1409,2020-07-01,5396
339,1410,2025-02-10,5424
403,1411,2018-08-26,5340
406,1412,2020-06-09,6955
445,1413,2025-04-19,5068
380,1414,2016-06-29,6058
544,1415,2025-12-12,10251
90,1416,2023-04-04,10187
440,1417,2018-12-25,11860
9,1418,2022-12-30,9464
124,1419,2016-02-14,6772
45,1420,2022-08-23,5968
169,1421,2016-08-28,11598
243,1422,2023-03-02,5236
147,1423,2020-02-03,6108
24,1424,2022-10-27,7148
348,1425,2017-10-09,10640
205,1426,2024-08-09,8768
380,1427,2022-05-17,8829
376,1428,2018-08-05,5918
589,1429,2023-04-13,11753
192,1430,2020-05-26,5341
51,1431,2022-12-27,10870
547,1432,2020-10-28,5352
137,1433,2025-09-05,8796
358,1434,2026-04-14,11674
505,1435,2019-04-24,10419
330,1436,2018-11-21,11646
280,1437,2023-01-25,9837
141,1438,2016-06-28,7613
293,1439,2024-05-18,9561
289,1440,2023-10-11,7337
338,1441,2018-07-11,9209
93,1442,2017-05-24,9566
17,1443,2023-01-27,9596
124,1444,2024-01-21,9489
399,1445,2019-11-25,10154
359,1446,2021-12-08,6731
291,1447,2025-12-09,11872
290,1448,2024-07-18,7704
408,1449,2020-07-21,6285
172,1450,2022-09-11,11506
380,1451,2017-09-03,6010
506,1452,2022-11-30,9055
54,1453,2019-07-13,10729
418,1454,2020-04-05,5098
241,1455,2025-02-06,8345
106,1456,2025-02-03,8440
143,1457,2019-06-22,9438
434,1458,2016-05-04,8667
11,1459,2019-04-28,8677
158,1460,2024-06-30,8453
416,1461,2016-03-06,6073
202,1462,2019-12-18,11551
65,1463,2020-02-08,9128
374,1464,2016-04-21,5581
384,1465,2018-03-26,10577
5,1466,2016-10-04,8614
236,1467,2023-08-14,10946
93,1468,2020-09-29,9071
97,1469,2019-07-18,8467
56,1470,2019-11-21,9313
451,1471,2022-06-01,5506
383,1472,2017-06-12,6468
262,1473,2019-05-22,5614
215,1474,2018-10-01,9839
335,1475,2019-06-13,8623
581,1476,2018-12-22,5463
385,1477,2018-12-18,10995
375,1478,2018-05-25,5795
328,1479,2023-10-15,8830
598,1480,2016-08-10,7615
472,1481,2017-05-19,9691
82,1482,2024-07-03,10267
538,1483,2023-02-23,9715
545,1484,2020-06-17,8561
308,1485,2025-07-03,10885
415,1486,2022-07-06,6759
440,1487,2019-09-14,8181
127,1488,2022-03-18,6925
200,1489,2025-11-18,7640
507,1490,2018-12-16,10138
573,1491,2021-02-27,8243
561,1492,2016-01-29,8065
480,1493,2016-07-20,11324
191,1494,2018-09-21,11111
490,1495,2025-07-03,8883
91,1496,2022-01-29,7173
251,1497,2025-08-05,5048
103,1498,2022-04-27,6520
168,1499,2016-04-14,9943
369,1500,2020-11-06,9004
248,1501,2018-06-07,6553
148,1502,2023-09-28,10787
491,1503,2018-05-21,11440
137,1504,2018-05-11,9632
415,1505,2019-03-30,7122
41,1506,2018-02-01,9593
137,1507,2019-08-12,6966
168,1508,2025-02-22,8234
472,1509,2020-03-20,10057
192,1510,2018-11-23,6354
450,1511,2021-04-23,6939
164,1512,2018-07-05,10905
548,1513,2025-09-23,7770
145,1514,2016-07-10,6119
245,1515,2023-09-10,6493
23,1516,2022-06-14,5769
258,1517,2023-09-22,5001
67,1518,2020-09-29,10053
194,1519,2018-07-22,11235
180,1520,2021-10-15,7284
301,1521,2017-07-20,6740
305,1522,2021-07-19,10405
73,1523,2022-10-12,9841
538,1524,2017-09-03,9981
10,1525,2024-12-19,10510
495,1526,2019-09-19,11716
329,1527,2025-08-31,5688
337,1528,2025-06-13,7201
351,1529,2017-06-03,8186
59,1530,2026-04-05,8625
332,1531,2020-11-22,9656
72,1532,2018-04-06,9514
227,1533,2017-05-24,5241
4,1534,2024-01-14,11818
403,1535,2024-11-04,7329
252,1536,2018-05-24,10516
159,1537,2018-01-24,11336
443,1538,2023-01-05,10936
155,1539,2026-03-31,6050
505,1540,2021-01-14,8829
479,1541,2018-06-13,6669
78,1542,2020-08-23,10947
519,1543,2023-11-06,5276
408,1544,2020-07-03,7447
490,1545,2016-04-25,11575
454,1546,2016-01-15,6698
572,1547,2020-01-20,5428
244,1548,2020-03-30,11533
36,1549,2019-10-04,10032
321,1550,2017-11-25,10111
516,1551,2024-12-05,7492
139,1552,2023-01-25,7356
87,1553,2024-02-29,11750
39,1554,2023-03-07,8874
305,1555,2024-02-29,5439
136,1556,2026-01-25,9063
277,1557,2016-03-16,10532
445,1558,2021-04-22,11402
376,1559,2021-09-04,6368
439,1560,2021-01-31,8442
142,1561,2020-02-29,9662
3,1562,2025-06-10,8520
164,1563,2016-02-26,11903
41,1564,2018-09-30,10788
415,1565,2018-02-20,11593
521,1566,2023-06-06,7923
414,1567,2025-11-25,11516
269,1568,2020-08-13,10971
73,1569,2019-03-04,9699
459,1570,2018-12-30,7580
498,1571,2023-03-29,9802
214,1572,2017-03-03,9282
223,1573,2022-08-01,10726
585,1574,2023-08-14,8968
589,1575,2025-05-28,9437
285,1576,2025-06-11,9900
80,1577,2018-11-21,9904
519,1578,2020-10-16,5281
323,1579,2025-02-15,7568
15,1580,2025-09-20,7310
213,1581,2017-08-08,11746
427,1582,2024-09-09,8575
304,1583,2018-06-05,6044
135,1584,2024-05-10,6822
264,1585,2026-01-06,8121
104,1586,2017-06-19,5826
161,1587,2024-01-22,9489
600,1588,2023-11-23,9371
77,1589,2023-05-29,5854
338,1590,2022-11-27,7361
576,1591,2019-10-22,6867
258,1592,2016-03-07,5033
75,1593,2018-01-17,10611
462,1594,2020-11-24,11072
168,1595,2017-07-17,6581
544,1596,2023-11-20,7491
510,1597,2019-05-14,6414
166,1598,2019-10-28,8257
473,1599,2024-05-15,9128
504,1600,2016-09-20,11940
526,1601,2024-09-06,9105
539,1602,2017-08-01,6054
210,1603,2021-01-18,9307
560,1604,2023-04-12,8957
60,1605,2019-09-12,10384
560,1606,2025-07-04,7376
70,1607,2020-05-07,9277
51,1608,2020-04-23,10714
79,1609,2024-03-14,6637
262,1610,2022-06-15,10262
379,1611,2020-06-29,7506
479,1612,2024-05-20,9710
550,1613,2025-10-02,7220
401,1614,2016-04-10,11168
333,1615,2021-10-11,8509
455,1616,2022-12-28,7206
581,1617,2024-09-09,11527
397,1618,2018-02-28,10556
555,1619,2018-09-15,5030
456,1620,2017-09-23,6649
405,1621,2025-01-06,5977
52,1622,2025-05-31,9448
61,1623,2022-06-08,6152
428,1624,2016-12-08,8147
411,1625,2017-06-26,5060
102,1626,2020-09-10,7643
365,1627,2026-02-06,7610
461,1628,2023-09-04,9149
417,1629,2019-02-11,7707
512,1630,2023-06-18,9282
409,1631,2019-08-13,7685
368,1632,2025-12-18,9043
361,1633,2017-02-13,6410
261,1634,2021-04-10,8530
282,1635,2016-01-24,5056
54,1636,2020-05-01,9290
458,1637,2019-10-14,9268
425,1638,2025-01-24,9349
136,1639,2019-04-07,10597
59,1640,2020-01-03,5584
425,1641,2020-04-16,7890
262,1642,2019-08-24,5872
158,1643,2017-12-18,7102
310,1644,2018-12-01,5562
525,1645,2022-08-08,10010
484,1646,2019-04-27,5040
148,1647,2024-12-27,11947
207,1648,2018-04-05,9335
417,1649,2026-03-25,9377
437,1650,2016-03-10,9198
239,1651,2025-05-19,7607
482,1652,2025-09-22,5343
66,1653,2021-01-27,5162
252,1654,2020-07-30,6589
47,1655,2025-11-21,10097
306,1656,2025-01-30,7193
158,1657,2026-04-11,6738
525,1658,2023-03-18,8368
63,1659,2017-12-11,5370
341,1660,2024-03-14,5397
554,1661,2022-11-09,11028
548,1662,2018-07-03,5249
285,1663,2024-05-16,5566
218,1664,2019-01-07,10472
593,1665,2016-02-19,9783
444,1666,2023-02-26,5542
488,1667,2022-09-08,8971
590,1668,2025-11-03,8989
139,1669,2025-06-05,7234
345,1670,2017-09-18,9548
276,1671,2017-03-24,6718
372,1672,2020-05-13,9992
277,1673,2021-11-27,5107
306,1674,2019-07-25,5346
476,1675,2018-04-18,7899
387,1676,2024-06-06,10663
504,1677,2019-05-10,9173
15,1678,2022-06-05,7636
511,1679,2023-03-07,10235
229,1680,2022-06-05,7057
20,1681,2025-12-17,7758
599,1682,2025-04-16,10144
562,1683,2016-07-03,6149
443,1684,2016-01-05,6381
257,1685,2019-01-12,6205
46,1686,2024-12-26,6910
93,1687,2019-12-20,9345
144,1688,2019-09-22,9264
288,1689,2022-11-05,11893
18,1690,2021-04-03,6566
320,1691,2017-09-21,5334
233,1692,2017-01-29,9616
451,1693,2023-06-16,8766
483,1694,2019-03-16,9362
448,1695,2021-02-28,7970
375,1696,2017-04-10,10376
317,1697,2016-09-30,9206
436,1698,2024-04-10,7189
536,1699,2024-02-03,6302
207,1700,2016-01-16,9103
535,1701,2024-06-17,10930
133,1702,2025-05-29,9967
328,1703,2024-10-27,10254
533,1704,2025-10-19,8247
527,1705,2025-01-14,7264
109,1706,2022-05-25,8442
163,1707,2018-09-29,10297
226,1708,2017-11-20,8517
32,1709,2024-04-06,10266
370,1710,2024-02-07,9494
386,1711,2024-01-13,10101
287,1712,2017-11-09,8762
431,1713,2025-05-28,8936
300,1714,2021-10-15,6718
102,1715,2025-07-10,8632
198,1716,2023-11-06,5020
394,1717,2020-07-08,6489
219,1718,2023-05-15,10261
89,1719,2020-03-01,5755
543,1720,2026-05-09,11539
93,1721,2021-04-03,9430
513,1722,2017-09-04,7415
151,1723,2025-12-09,8125
371,1724,2025-03-19,7784
577,1725,2019-07-03,8394
562,1726,2022-08-28,11848
24,1727,2020-09-17,6251
242,1728,2017-06-30,8769
148,1729,2018-06-20,10355
486,1730,2017-05-02,8688
515,1731,2022-06-30,5220
156,1732,2025-11-29,6402
234,1733,2021-04-15,10564
587,1734,2016-08-19,5294
439,1735,2019-07-19,11749
280,1736,2025-10-15,11549
556,1737,2023-01-15,10224
459,1738,2016-08-15,10497
566,1739,2019-02-23,11634
478,1740,2021-01-03,9758
331,1741,2023-11-20,7125
73,1742,2023-01-12,11480
456,1743,2020-09-19,9066
322,1744,2019-07-09,6659
538,1745,2016-11-13,11705
558,1746,2022-01-24,10114
41,1747,2025-06-14,8706
216,1748,2021-03-10,9212
68,1749,2019-12-15,9777
67,1750,2019-08-05,9047
60,1751,2022-04-03,9759
310,1752,2020-02-22,9177
400,1753,2017-11-17,8317
564,1754,2018-05-10,9141
270,1755,2022-03-04,9192
454,1756,2020-08-10,6682
538,1757,2016-04-03,6274
18,1758,2023-09-07,8923
409,1759,2016-11-20,6236
244,1760,2022-08-28,8269
112,1761,2018-01-08,5938
29,1762,2023-02-01,11960
342,1763,2024-04-11,5722
561,1764,2025-11-07,11613
560,1765,2017-02-12,6267
581,1766,2023-04-04,11464
553,1767,2021-11-12,10272
397,1768,2025-07-02,10371
101,1769,2021-09-23,11283
138,1770,2025-02-22,11622
28,1771,2023-04-11,11779
501,1772,2016-01-29,8291
398,1773,2024-01-08,11229
38,1774,2025-10-16,5970
49,1775,2021-02-05,9801
136,1776,2018-06-17,8940
151,1777,2022-08-11,9545
148,1778,2020-05-06,9532
237,1779,2018-07-06,7251
524,1780,2023-06-07,11959
448,1781,2023-06-01,7488
466,1782,2026-05-01,5378
249,1783,2024-01-02,7590
46,1784,2020-09-19,9020
336,1785,2021-02-28,9186
424,1786,2025-09-01,9248
231,1787,2018-02-21,7771
363,1788,2023-09-29,8654
14,1789,2024-12-22,8988
453,1790,2018-08-25,11059
104,1791,2024-08-03,6399
224,1792,2017-02-14,7645
338,1793,2019-10-25,10178
44,1794,2023-08-22,11915
326,1795,2020-12-07,10538
34,1796,2020-01-04,6040
96,1797,2021-11-19,8919
228,1798,2021-10-16,7243
287,1799,2018-12-14,5366
319,1800,2020-02-14,9170
551,1801,2018-05-07,5857
79,1802,2019-06-29,5523
316,1803,2025-12-15,8959
53,1804,2023-04-22,10747
105,1805,2024-06-09,6248
233,1806,2023-04-08,11498
331,1807,2025-07-17,5403
204,1808,2020-06-28,9388
455,1809,2017-04-11,7656
403,1810,2025-03-09,11360
547,1811,2022-09-30,5611
39,1812,2022-07-15,10233
449,1813,2025-11-06,8689
458,1814,2022-01-11,5437
146,1815,2018-08-08,10233
310,1816,2025-01-07,11373
274,1817,2020-01-02,8492
525,1818,2019-04-10,7157
422,1819,2021-04-21,9706
301,1820,2016-04-11,11236
238,1821,2025-03-10,11325
434,1822,2024-02-20,8500
306,1823,2025-02-17,5177
68,1824,2020-11-04,6785
138,1825,2022-11-16,7615
492,1826,2018-06-14,11212
511,1827,2021-09-03,10422
214,1828,2025-09-27,5975
364,1829,2022-07-13,9081
375,1830,2021-01-29,10786
165,1831,2022-09-29,10761
151,1832,2023-06-06,8597
240,1833,2017-03-03,9170
403,1834,2022-04-10,11340
214,1835,2023-12-20,5309
140,1836,2022-05-02,11798
91,1837,2019-09-19,9581
378,1838,2026-05-03,10777
312,1839,2023-03-16,6340
233,1840,2018-07-17,6434
308,1841,2017-01-05,8079
382,1842,2016-10-09,9505
356,1843,2023-01-11,11052
261,1844,2022-01-10,7027
598,1845,2020-11-07,11529
399,1846,2016-04-08,8822
213,1847,2019-05-13,7389
394,1848,2025-06-29,8857
261,1849,2020-05-11,6447
126,1850,2019-11-15,11086
587,1851,2020-01-01,9462
291,1852,2023-04-17,5674
499,1853,2019-01-01,11068
118,1854,2020-10-05,5521
453,1855,2016-01-13,7758
14,1856,2017-10-23,6356
79,1857,2021-10-04,10442
97,1858,2020-07-14,9624
566,1859,2016-10-21,10288
294,1860,2025-12-29,5810
234,1861,2024-10-31,11252
308,1862,2025-05-24,7240
492,1863,2020-05-02,10726
60,1864,2023-11-28,9839
262,1865,2025-03-01,9607
209,1866,2023-10-13,8988
461,1867,2019-03-24,5211
132,1868,2022-08-19,11638
129,1869,2022-01-04,8318
296,1870,2023-06-14,10217
248,1871,2018-04-04,11313
30,1872,2025-02-07,6241
435,1873,2025-07-24,10197
357,1874,2024-05-26,5242
589,1875,2024-02-21,10290
600,1876,2020-04-23,10792
192,1877,2017-04-22,9569
194,1878,2020-08-29,8089
464,1879,2021-02-25,6008
387,1880,2020-08-28,8390
446,1881,2016-11-15,5012
143,1882,2019-07-07,11116
404,1883,2026-04-06,6970
285,1884,2017-12-13,11646
33,1885,2017-07-04,11499
132,1886,2017-07-01,10570
226,1887,2019-01-05,10027
558,1888,2016-06-11,5592
214,1889,2024-02-18,8585
434,1890,2022-03-18,6808
432,1891,2021-06-22,7933
17,1892,2017-01-19,8885
464,1893,2022-11-21,5591
336,1894,2017-09-05,10207
312,1895,2019-02-04,11670
414,1896,2017-05-07,7247
301,1897,2016-04-20,10052
169,1898,2018-05-15,7009
359,1899,2016-09-13,8751
312,1900,2025-07-19,8239
370,1901,2020-11-13,7516
144,1902,2025-09-27,11627
386,1903,2025-02-14,5430
113,1904,2022-03-01,8143
253,1905,2021-06-28,11157
132,1906,2020-04-03,6787
69,1907,2022-05-13,9788
366,1908,2024-03-29,10266
391,1909,2026-01-08,10016
343,1910,2019-12-29,9773
162,1911,2023-03-03,6496
498,1912,2023-09-08,8593
385,1913,2025-07-16,7152
95,1914,2019-05-08,9979
47,1915,2016-04-17,6772
561,1916,2019-08-17,5020
184,1917,2024-05-01,11566
343,1918,2019-11-07,5520
214,1919,2025-04-29,11404
278,1920,2024-09-27,7363
262,1921,2025-10-24,9500
409,1922,2021-05-24,6152
185,1923,2021-12-24,9390
235,1924,2022-06-03,5006
308,1925,2021-04-04,11185
247,1926,2018-08-14,5541
259,1927,2026-05-17,7958
283,1928,2020-03-28,10990
86,1929,2020-03-11,10624
