listing_id,name,host_id,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood,district,city,latitude,longitude,property_type,room_type,accommodates,bedrooms,amenities,price,minimum_nights,maximum_nights,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable
81,"Private room in Kemang, Jakarta",1081,2019-03-17,Jakarta,within an hour,96,79,False,11,True,True,Kemang,West,Jakarta,-6.226362,106.826546,Condominium,Private room,5,2,Gym|TV|Free parking|Pool,173.53,1,1125,4.02,3.92,4.2,4.23,4.07,3.91,3.76,False
82,"Private room in Chinatown, Bangkok",1082,2022-01-08,Bangkok,within a day,60,67,False,2,True,True,Chinatown,West,Bangkok,13.79308,100.533126,House,Private room,1,1,Elevator|Workspace|Wifi|Gym|Washer,70.53,2,30,4.99,4.88,5.0,4.87,4.99,4.87,4.94,True
83,"Entire home/apt in Bugis, Singapore",1083,2017-07-15,Singapore,within a day,58,74,False,13,True,True,Bugis,East,Singapore,1.38682,103.832719,Apartment,Entire home/apt,2,1,Air conditioning|Gym|Kitchen|Elevator|Workspace|TV|Washer|Wifi,146.3,7,60,4.52,4.25,4.46,4.63,4.4,4.43,4.23,False
84,"Private room in Senayan, Jakarta",1084,2016-07-27,Jakarta,within a day,63,83,False,10,True,True,Senayan,South,Jakarta,-6.202468,106.816822,Loft,Private room,2,1,Pool|Kitchen|Washer|Free parking|Air conditioning|Elevator|TV|Workspace|Iron,123.31,1,365,4.6,4.45,4.23,4.85,4.88,4.6,4.26,True
85,"Private room in Makati, Manila",1085,2018-07-20,Manila,a few days or more,82,68,True,11,True,False,Makati,South,Manila,14.564335,120.984242,Serviced apartment,Private room,1,1,TV|Iron|Kitchen|Elevator|Air conditioning|Wifi|Free parking|Gym,147.28,2,365,3.22,3.27,2.87,3.29,3.33,3.09,2.97,False
86,"Entire home/apt in Silom, Bangkok",1086,2019-11-27,Bangkok,within an hour,50,95,False,3,True,False,Silom,Central,Bangkok,13.776405,100.466045,Serviced apartment,Entire home/apt,2,1,Gym|Air conditioning|Elevator|Wifi,181.06,1,365,3.76,3.94,3.67,3.95,3.92,3.56,3.42,False
87,"Private room in Bangsar, Kuala Lumpur",1087,2019-10-25,Kuala Lumpur,within an hour,64,97,False,9,True,True,Bangsar,Central,Kuala Lumpur,3.15339,101.676171,Apartment,Private room,1,1,Iron|Air conditioning|Elevator|Heating|Pool|Wifi|Washer|Free parking|Workspace|TV|Gym|Kitchen,86.43,1,30,4.59,4.41,4.47,4.58,4.47,4.85,4.62,False
88,"Entire home/apt in Menteng, Jakarta",1088,2015-11-16,Jakarta,a few days or more,68,99,False,14,True,True,Menteng,West,Jakarta,-6.217639,106.825105,House,Entire home/apt,6,3,Kitchen|Washer|TV,221.92,2,30,4.97,4.95,4.57,4.87,5.0,4.85,4.88,True
89,"Private room in BGC, Manila",1089,2019-08-07,Manila,within a few hours,76,81,True,1,True,True,BGC,East,Manila,14.583453,120.960674,Condominium,Private room,4,2,Pool|Wifi|Gym,141.28,7,90,4.73,4.48,4.88,4.98,4.79,4.85,4.52,False
90,"Entire home/apt in Orchard, Singapore",1090,2021-05-14,Singapore,within an hour,59,56,True,3,True,True,Orchard,North,Singapore,1.371912,103.811551,Apartment,Entire home/apt,7,4,Free parking|Pool|Gym|Iron|TV|Washer|Kitchen,239.12,2,90,3.62,3.52,3.54,3.9,3.52,3.5,3.35,True
91,"Entire home/apt in Thonglor, Bangkok",1091,2022-12-22,Bangkok,within a few hours,57,50,False,1,True,True,Thonglor,East,Bangkok,13.747231,100.545089,Serviced apartment,Entire home/apt,6,3,Free parking|Kitchen|Wifi|Gym|Elevator|Workspace|Pool,240.16,1,60,4.19,4.3,4.01,4.31,4.31,4.24,3.92,False
92,"Private room in Bugis, Singapore",1092,2016-01-12,Singapore,a few days or more,51,74,False,11,True,False,Bugis,North,Singapore,1.390788,103.837652,Condominium,Private room,8,4,Elevator|Wifi|Kitchen,245.51,1,90,4.86,4.67,4.57,4.8,5.0,4.58,4.77,True
93,"Private room in KLCC, Kuala Lumpur",1093,2018-02-19,Kuala Lumpur,within a day,61,51,False,6,True,True,KLCC,South,Kuala Lumpur,3.120423,101.69068,Loft,Private room,8,4,Washer|Iron|TV|Wifi|Gym|Elevator|Pool|Kitchen|Workspace|Free parking|Air conditioning,179.35,1,30,3.82,3.97,3.89,3.65,4.12,3.84,3.8,False
94,"Private room in Sukhumvit, Bangkok",1094,2023-11-15,Bangkok,within an hour,95,94,False,6,False,True,Sukhumvit,South,Bangkok,13.755075,100.464271,Condominium,Private room,5,2,Heating|Gym|Pool|Kitchen|TV|Air conditioning,168.35,3,60,4.27,4.25,3.98,4.56,4.51,4.27,4.02,True
95,"Private room in Bugis, Singapore",1095,2015-01-03,Singapore,within an hour,73,95,False,11,True,True,Bugis,North,Singapore,1.395748,103.839287,Condominium,Private room,1,1,Workspace|Kitchen|Pool|Wifi|TV|Air conditioning|Free parking|Gym,121.95,3,30,4.59,4.46,4.38,4.88,4.76,4.55,4.51,True
96,"Private room in Bukit Bintang, Kuala Lumpur",1096,2021-08-09,Kuala Lumpur,within an hour,81,59,False,6,True,True,Bukit Bintang,Central,Kuala Lumpur,3.151391,101.671902,Serviced apartment,Private room,6,3,Kitchen|Workspace|Wifi|Gym|Heating|Air conditioning|Free parking,179.28,1,90,3.77,3.96,3.47,4.01,3.61,3.9,3.69,False
97,"Entire home/apt in Menteng, Jakarta",1097,2023-10-29,Jakarta,within a few hours,60,78,True,2,True,True,Menteng,Central,Jakarta,-6.222151,106.833377,House,Entire home/apt,2,1,Kitchen|Gym|Elevator|Iron|Pool|Free parking|Washer|Wifi|Heating,158.28,2,30,4.62,4.48,4.79,4.46,4.51,4.55,4.59,False
98,"Shared room in Katong, Singapore",1098,2019-11-02,Singapore,within a day,92,68,False,5,True,True,Katong,East,Singapore,1.370674,103.831788,Serviced apartment,Shared room,8,4,Wifi|Air conditioning|Pool|Washer|TV,209.75,1,30,3.94,3.84,3.87,3.99,3.77,3.64,3.58,False
99,"Entire home/apt in BGC, Manila",1099,2018-04-10,Manila,within a day,64,67,False,10,True,True,BGC,Central,Manila,14.575262,120.964703,Condominium,Entire home/apt,4,2,Elevator|Workspace|Free parking|Air conditioning|Gym|TV|Kitchen|Washer|Pool,207.4,1,30,3.54,3.28,3.35,3.61,3.83,3.59,3.42,False
100,"Private room in BGC, Manila",1100,2017-08-23,Manila,within an hour,98,78,False,3,True,True,BGC,East,Manila,14.582857,120.96687,Serviced apartment,Private room,8,4,TV|Heating|Workspace,232.5,1,60,4.64,4.4,4.49,4.93,4.66,4.94,4.55,False
101,"Entire home/apt in KLCC, Kuala Lumpur",1101,2024-08-09,Kuala Lumpur,within a day,74,91,False,8,True,True,KLCC,South,Kuala Lumpur,3.124196,101.697355,Apartment,Entire home/apt,7,4,Heating|TV|Gym|Air conditioning|Workspace|Iron|Elevator|Free parking|Wifi|Washer|Kitchen|Pool,265.36,3,365,4.76,4.48,4.53,4.63,4.86,4.88,4.38,False
102,"Entire home/apt in Bangsar, Kuala Lumpur",1102,2025-01-22,Kuala Lumpur,a few days or more,88,91,False,2,True,True,Bangsar,East,Kuala Lumpur,3.152569,101.671315,Condominium,Entire home/apt,8,4,Free parking|Elevator|Air conditioning|Washer|Kitchen|Iron|Pool,316.65,2,60,4.0,4.16,3.84,4.04,4.06,3.92,3.63,False
103,"Entire home/apt in Katong, Singapore",1103,2024-10-24,Singapore,a few days or more,88,78,False,3,True,False,Katong,North,Singapore,1.372199,103.823584,Serviced apartment,Entire home/apt,1,1,Wifi|Pool|Washer|Free parking|Iron|Gym|Heating|TV|Elevator|Kitchen,167.56,3,1125,4.86,4.73,4.56,5.0,5.0,4.97,4.6,True
104,"Private room in Silom, Bangkok",1104,2019-08-05,Bangkok,within a day,95,95,False,11,True,False,Silom,West,Bangkok,13.767607,100.460186,Condominium,Private room,4,2,Elevator|Kitchen|Iron,147.8,2,365,4.28,4.41,4.16,4.19,4.23,4.29,4.19,False
105,"Private room in Orchard, Singapore",1105,2016-03-18,Singapore,within a day,93,58,False,12,True,True,Orchard,Central,Singapore,1.370217,103.817118,House,Private room,5,2,Free parking|Workspace|Iron|Washer|Kitchen|Heating|Air conditioning|Wifi,130.42,7,365,4.65,4.85,4.41,4.66,4.64,4.37,4.6,False
106,"Private room in Thonglor, Bangkok",1106,2022-07-14,Bangkok,within a day,76,100,False,15,True,True,Thonglor,West,Bangkok,13.748762,100.546546,Condominium,Private room,8,4,Kitchen|Free parking|Air conditioning|Elevator|Workspace|Pool|TV|Iron|Heating|Gym|Washer,250.86,2,90,4.38,4.37,4.26,4.24,4.21,4.46,4.27,False
107,"Entire home/apt in Menteng, Jakarta",1107,2019-08-20,Jakarta,within a day,90,61,True,6,True,False,Menteng,Central,Jakarta,-6.226924,106.825248,Serviced apartment,Entire home/apt,7,4,Pool|Gym|Heating|Elevator|Kitchen|TV,289.14,1,365,4.75,4.59,4.81,4.63,4.93,4.74,4.73,True
108,"Entire home/apt in BGC, Manila",1108,2015-06-04,Manila,within a day,60,54,False,14,True,True,BGC,Central,Manila,14.575959,120.965466,Loft,Entire home/apt,8,4,TV|Washer|Wifi|Heating|Iron|Air conditioning|Pool|Kitchen,262.08,2,90,3.76,3.69,3.67,3.82,3.78,3.87,3.43,False
109,"Entire home/apt in Kemang, Jakarta",1109,2017-07-07,Jakarta,a few days or more,78,74,False,2,True,True,Kemang,South,Jakarta,-6.231981,106.827839,Condominium,Entire home/apt,7,4,TV|Kitchen|Air conditioning|Pool|Wifi|Washer|Workspace|Iron|Elevator|Free parking|Gym|Heating,261.05,2,365,4.38,4.43,4.1,4.52,4.18,4.33,4.03,False
110,"Entire home/apt in Malate, Manila",1110,2021-12-05,Manila,a few days or more,63,94,True,15,True,True,Malate,North,Manila,14.581735,120.992457,Condominium,Entire home/apt,2,1,Heating|Washer|Free parking|TV|Iron|Kitchen,192.14,2,60,4.47,4.17,4.47,4.72,4.69,4.57,4.14,True
111,"Private room in Makati, Manila",1111,2018-04-27,Manila,within an hour,50,58,False,11,True,True,Makati,East,Manila,14.563137,120.983386,Apartment,Private room,4,2,Free parking|Pool|Iron,133.12,2,90,3.97,4.12,4.14,3.9,4.14,3.89,3.74,True
112,"Private room in Kemang, Jakarta",1112,2022-04-11,Jakarta,a few days or more,61,89,False,7,True,True,Kemang,West,Jakarta,-6.226426,106.82639,House,Private room,8,4,Kitchen|Air conditioning|Gym,219.99,3,30,4.84,4.97,4.97,5.0,5.0,4.83,4.68,False
113,"Entire home/apt in Menteng, Jakarta",1113,2024-09-26,Jakarta,within an hour,50,91,False,15,True,True,Menteng,East,Jakarta,-6.222388,106.836132,Apartment,Entire home/apt,6,3,Washer|Iron|Pool|TV|Air conditioning|Workspace|Heating|Elevator|Gym|Free parking|Kitchen|Wifi,207.68,3,365,4.71,4.84,4.83,4.55,4.76,4.55,4.8,True
114,"Private room in Chinatown, Bangkok",1114,2023-12-26,Bangkok,within a day,82,85,False,4,True,True,Chinatown,North,Bangkok,13.792078,100.532041,Loft,Private room,2,1,Air conditioning|Elevator|Wifi|Workspace|Gym|Washer|Heating|Free parking,99.25,2,90,4.19,4.3,4.28,4.41,4.16,4.35,4.09,False
115,"Entire home/apt in Bangsar, Kuala Lumpur",1115,2018-12-25,Kuala Lumpur,a few days or more,100,62,False,12,True,False,Bangsar,West,Kuala Lumpur,3.153822,101.672797,Loft,Entire home/apt,4,2,Pool|Air conditioning|Wifi|Kitchen|Elevator|Iron|Workspace|Washer|Heating|Gym|Free parking,173.12,1,365,3.54,3.26,3.52,3.68,3.4,3.78,3.37,False
116,"Entire home/apt in Makati, Manila",1116,2019-11-08,Manila,a few days or more,76,88,False,15,True,True,Makati,East,Manila,14.568952,120.983763,Loft,Entire home/apt,1,1,Workspace|Heating|Kitchen|Iron|Air conditioning,163.43,2,365,3.9,4.08,4.08,3.93,3.77,3.85,3.85,False
117,"Private room in Bangsar, Kuala Lumpur",1117,2021-12-31,Kuala Lumpur,a few days or more,93,97,False,15,True,True,Bangsar,South,Kuala Lumpur,3.151788,101.674829,Serviced apartment,Private room,4,2,Workspace|Iron|Kitchen|TV|Pool,144.05,2,365,4.48,4.58,4.39,4.29,4.35,4.58,4.18,False
118,"Entire home/apt in Thonglor, Bangkok",1118,2018-04-23,Bangkok,within a day,85,53,True,1,True,True,Thonglor,West,Bangkok,13.757575,100.555576,House,Entire home/apt,1,1,Air conditioning|Heating|TV|Washer|Gym|Workspace|Free parking|Kitchen|Wifi|Elevator,170.98,1,1125,3.9,4.03,4.02,3.92,3.81,3.98,3.85,True
119,"Entire home/apt in Malate, Manila",1119,2016-12-27,Manila,within an hour,59,70,False,10,True,True,Malate,Central,Manila,14.583787,121.003234,Serviced apartment,Entire home/apt,4,2,Air conditioning|Gym|Wifi|Iron|Free parking|Elevator|Kitchen|Workspace|TV|Pool|Washer,214.18,7,1125,3.21,3.33,2.99,3.4,3.29,2.95,3.16,False
120,"Entire home/apt in Sukhumvit, Bangkok",1120,2017-06-25,Bangkok,within a few hours,52,93,False,15,True,True,Sukhumvit,West,Bangkok,13.748285,100.463607,Serviced apartment,Entire home/apt,7,4,Washer|Heating|TV|Elevator|Wifi|Iron|Pool,265.06,2,30,3.82,3.71,3.74,3.76,4.08,4.01,3.61,False
121,"Entire home/apt in Kemang, Jakarta",1121,2015-12-04,Jakarta,within a few hours,51,79,False,12,True,True,Kemang,West,Jakarta,-6.220941,106.828525,Apartment,Entire home/apt,4,2,TV|Wifi|Air conditioning|Washer|Workspace|Gym|Pool|Elevator|Iron|Free parking|Heating,190.62,1,30,4.36,4.1,4.07,4.29,4.2,4.55,4.42,True
122,"Entire home/apt in Senayan, Jakarta",1122,2016-04-29,Jakarta,within a few hours,58,97,False,7,True,True,Senayan,South,Jakarta,-6.202825,106.812335,Loft,Entire home/apt,1,1,Wifi|Air conditioning|Pool|TV|Iron|Kitchen|Heating|Gym|Workspace|Elevator|Free parking|Washer,154.42,2,60,3.91,3.76,4.04,4.19,4.14,4.0,3.99,True
123,"Entire home/apt in Makati, Manila",1123,2015-12-15,Manila,within an hour,98,85,False,8,True,True,Makati,South,Manila,14.564078,120.975347,Apartment,Entire home/apt,7,4,Washer|Gym|TV|Kitchen|Heating|Air conditioning|Iron|Free parking,264.54,1,90,4.7,4.74,4.45,4.6,4.79,4.97,4.48,False
124,"Private room in Sukhumvit, Bangkok",1124,2020-01-20,Bangkok,a few days or more,67,73,False,3,True,True,Sukhumvit,West,Bangkok,13.749159,100.465328,House,Private room,4,2,Heating|Workspace|Pool|Iron|Gym,125.48,2,365,3.5,3.42,3.56,3.54,3.35,3.59,3.14,True
125,"Private room in Silom, Bangkok",1125,2025-01-02,Bangkok,within a day,58,79,True,9,True,True,Silom,South,Bangkok,13.778202,100.464232,House,Private room,2,1,Heating|Gym|Workspace|Washer|Wifi|Free parking|Kitchen|Iron|TV|Pool|Elevator|Air conditioning,114.01,1,365,3.91,3.79,3.52,3.83,4.19,4.2,3.85,False
126,"Entire home/apt in Chinatown, Bangkok",1126,2020-06-03,Bangkok,a few days or more,79,52,False,1,True,True,Chinatown,West,Bangkok,13.79306,100.526875,Condominium,Entire home/apt,3,2,Air conditioning|Free parking|Pool|Washer|Wifi|Heating,232.48,1,1125,3.57,3.59,3.33,3.74,3.66,3.61,3.36,True
127,"Entire home/apt in Malate, Manila",1127,2017-07-01,Manila,within a day,88,95,False,14,True,True,Malate,Central,Manila,14.580729,120.994227,Apartment,Entire home/apt,7,4,Elevator|Heating|Wifi|TV|Kitchen|Washer|Air conditioning|Pool|Iron|Workspace,288.5,7,60,4.36,4.27,4.16,4.22,4.5,4.35,4.26,False
128,"Entire home/apt in Menteng, Jakarta",1128,2020-09-30,Jakarta,within a few hours,64,76,True,10,True,True,Menteng,East,Jakarta,-6.217175,106.834686,Condominium,Entire home/apt,3,2,Kitchen|TV|Gym|Wifi|Free parking|Iron|Air conditioning,199.41,3,60,4.01,4.02,3.92,3.89,4.15,4.26,3.91,True
129,"Entire home/apt in Kemang, Jakarta",1129,2025-03-13,Jakarta,within an hour,80,92,False,3,True,True,Kemang,South,Jakarta,-6.225841,106.828591,Condominium,Entire home/apt,4,2,Kitchen|Elevator|Heating|Wifi,226.75,3,30,4.78,4.93,4.84,4.9,4.84,4.7,4.4,False
130,"Entire home/apt in Chinatown, Bangkok",1130,2017-11-08,Bangkok,within an hour,74,91,False,4,True,True,Chinatown,West,Bangkok,13.782253,100.52881,Loft,Entire home/apt,2,1,Heating|TV|Gym|Free parking|Washer|Wifi|Pool,162.4,2,90,4.54,4.29,4.4,4.63,4.47,4.56,4.42,False
131,"Private room in Menteng, Jakarta",1131,2021-04-09,Jakarta,within an hour,60,74,False,11,True,True,Menteng,Central,Jakarta,-6.222988,106.833711,Loft,Private room,8,4,Workspace|Gym|Kitchen|Air conditioning|Washer|Elevator|Pool|TV,185.83,1,60,3.38,3.32,3.34,3.22,3.31,3.3,3.28,False
132,"Entire home/apt in Senayan, Jakarta",1132,2024-03-13,Jakarta,a few days or more,72,92,True,7,True,True,Senayan,North,Jakarta,-6.209712,106.809959,Serviced apartment,Entire home/apt,1,1,Free parking|Washer|Wifi|TV|Iron|Workspace|Air conditioning|Heating|Kitchen|Gym|Elevator,210.01,3,60,4.96,4.92,5.0,4.79,4.81,4.83,4.97,False
133,"Entire home/apt in KLCC, Kuala Lumpur",1133,2019-07-13,Kuala Lumpur,within a day,84,100,False,10,True,True,KLCC,West,Kuala Lumpur,3.115039,101.69298,House,Entire home/apt,4,2,TV|Air conditioning|Workspace|Free parking,198.01,7,365,3.81,3.99,3.75,3.99,3.99,4.09,3.64,True
134,"Entire home/apt in Makati, Manila",1134,2023-11-05,Manila,within a day,54,85,False,15,True,True,Makati,East,Manila,14.566533,120.982156,Loft,Entire home/apt,2,1,Gym|Pool|TV|Heating|Wifi|Iron|Kitchen|Air conditioning,160.05,2,90,3.72,3.6,3.86,3.65,3.99,3.83,3.77,True
135,"Private room in Silom, Bangkok",1135,2024-05-12,Bangkok,a few days or more,73,89,False,6,True,True,Silom,North,Bangkok,13.774003,100.457664,Condominium,Private room,4,2,Air conditioning|Workspace|Elevator|Wifi,145.61,3,90,4.58,4.53,4.77,4.84,4.52,4.41,4.47,True
136,"Entire home/apt in Kemang, Jakarta",1136,2022-09-12,Jakarta,within a day,73,61,False,8,True,True,Kemang,North,Jakarta,-6.229064,106.822795,Serviced apartment,Entire home/apt,6,3,Elevator|Pool|Wifi|Heating|Washer|Workspace|Free parking|TV|Kitchen|Air conditioning|Gym,253.65,1,365,3.54,3.59,3.36,3.77,3.48,3.35,3.21,False
137,"Private room in Sukhumvit, Bangkok",1137,2017-03-14,Bangkok,within a day,100,81,True,5,True,False,Sukhumvit,West,Bangkok,13.75612,100.463467,House,Private room,7,4,Kitchen|Gym|Elevator,217.1,3,1125,3.44,3.16,3.1,3.32,3.35,3.29,3.46,True
138,"Entire home/apt in KLCC, Kuala Lumpur",1138,2019-08-14,Kuala Lumpur,a few days or more,55,74,True,10,True,False,KLCC,West,Kuala Lumpur,3.11976,101.696117,House,Entire home/apt,5,2,Heating|Workspace|TV|Kitchen|Free parking|Iron,197.93,2,60,3.79,3.92,3.77,4.05,3.8,3.86,3.59,False
139,"Entire home/apt in Tiong Bahru, Singapore",1139,2022-12-19,Singapore,within an hour,63,60,False,7,True,True,Tiong Bahru,Central,Singapore,1.388178,103.800177,House,Entire home/apt,6,3,Pool|Heating|TV|Elevator|Gym|Air conditioning|Iron|Wifi|Workspace|Kitchen,242.92,1,30,3.62,3.79,3.5,3.45,3.81,3.63,3.72,True
140,"Private room in Makati, Manila",1140,2017-10-10,Manila,a few days or more,90,97,False,11,True,True,Makati,South,Manila,14.573128,120.979642,Apartment,Private room,7,4,Kitchen|Wifi|Iron|Pool|TV|Gym|Washer|Elevator|Workspace|Free parking|Air conditioning,187.02,2,1125,3.44,3.46,3.36,3.69,3.48,3.28,3.08,True
141,"Entire home/apt in Kemang, Jakarta",1141,2023-07-03,Jakarta,within a few hours,100,50,False,9,True,True,Kemang,West,Jakarta,-6.223028,106.829138,Condominium,Entire home/apt,1,1,Workspace|Elevator|Iron,186.78,1,365,3.74,3.88,3.6,3.66,3.9,3.83,3.75,True
142,"Entire home/apt in Jurong East, Singapore",1142,2023-05-02,Singapore,a few days or more,62,70,False,1,True,True,Jurong East,East,Singapore,1.367148,103.805624,Condominium,Entire home/apt,5,2,Kitchen|Workspace|Free parking|Air conditioning,219.66,1,1125,4.35,4.06,4.53,4.29,4.21,4.31,3.95,True
143,"Entire home/apt in Jurong East, Singapore",1143,2020-08-03,Singapore,a few days or more,50,57,False,13,True,True,Jurong East,East,Singapore,1.370484,103.805359,Condominium,Entire home/apt,5,2,Air conditioning|Kitchen|Wifi|Free parking|Gym|Heating|TV|Washer,247.21,2,365,3.53,3.35,3.73,3.43,3.7,3.29,3.46,True
144,"Private room in Senayan, Jakarta",1144,2015-06-22,Jakarta,within a day,87,57,False,7,True,True,Senayan,East,Jakarta,-6.20686,106.808656,House,Private room,3,2,Iron|Free parking|Washer|Pool|Wifi|Gym|TV|Air conditioning|Elevator|Heating,136.6,1,30,4.34,4.33,4.35,4.48,4.22,4.5,4.06,True
145,"Entire home/apt in BGC, Manila",1145,2023-11-16,Manila,a few days or more,62,86,True,3,True,True,BGC,South,Manila,14.579976,120.962963,Apartment,Entire home/apt,3,2,Iron|Pool|Elevator|Washer|Wifi|Workspace|TV|Kitchen|Air conditioning|Gym|Heating,205.57,2,90,4.07,4.14,3.84,4.29,4.33,4.1,3.7,True
146,"Entire home/apt in KLCC, Kuala Lumpur",1146,2020-09-03,Kuala Lumpur,a few days or more,91,70,False,2,True,True,KLCC,Central,Kuala Lumpur,3.115484,101.690218,Serviced apartment,Entire home/apt,1,1,Heating|Washer|Pool|Air conditioning|Gym|TV|Free parking|Iron,200.68,3,30,4.58,4.3,4.74,4.47,4.4,4.34,4.28,True
147,"Entire home/apt in Senayan, Jakarta",1147,2017-06-23,Jakarta,within a day,100,95,False,1,True,True,Senayan,South,Jakarta,-6.199495,106.811639,Loft,Entire home/apt,5,2,Iron|Elevator|Air conditioning|Workspace|Wifi|Kitchen,181.7,2,1125,4.2,3.92,3.84,4.15,4.47,4.48,3.85,False
148,"Entire home/apt in BGC, Manila",1148,2017-01-02,Manila,within a day,85,70,False,14,True,True,BGC,West,Manila,14.581925,120.970629,Condominium,Entire home/apt,4,2,Pool|Iron|Elevator|Gym|Air conditioning|Heating|TV|Free parking|Washer|Kitchen|Workspace|Wifi,229.35,2,365,4.16,4.27,3.95,4.08,4.23,4.09,4.04,False
149,"Shared room in KLCC, Kuala Lumpur",1149,2018-03-11,Kuala Lumpur,within a few hours,56,52,False,8,False,True,KLCC,West,Kuala Lumpur,3.124664,101.692956,Loft,Shared room,1,1,Wifi|Free parking|Washer|Heating|Pool|Workspace|Elevator,77.95,1,60,4.68,4.51,4.81,4.6,4.61,4.56,4.57,False
150,"Private room in Sukhumvit, Bangkok",1150,2025-01-30,Bangkok,within an hour,90,99,False,11,True,True,Sukhumvit,North,Bangkok,13.748121,100.463733,House,Private room,3,2,Iron|Free parking|Wifi|Gym|Air conditioning|TV|Heating|Kitchen|Workspace|Elevator|Washer|Pool,128.86,1,90,4.77,4.73,4.56,4.85,4.73,4.89,4.45,False
151,"Private room in Kemang, Jakarta",1151,2018-04-01,Jakarta,a few days or more,75,91,False,10,True,True,Kemang,East,Jakarta,-6.2306,106.826274,Serviced apartment,Private room,2,1,Heating|Wifi|TV|Gym|Free parking|Iron|Washer|Elevator|Pool|Kitchen,111.21,3,1125,3.43,3.63,3.34,3.35,3.36,3.39,3.37,False
152,"Entire home/apt in Jurong East, Singapore",1152,2021-08-29,Singapore,within an hour,57,97,False,1,True,True,Jurong East,East,Singapore,1.361607,103.8111,Loft,Entire home/apt,4,2,Heating|Elevator|Workspace|Kitchen|Iron|Wifi|Air conditioning|Pool,190.64,3,60,4.43,4.56,4.52,4.24,4.58,4.2,4.26,True
153,"Entire home/apt in Silom, Bangkok",1153,2021-12-26,Bangkok,within a day,53,79,False,11,True,True,Silom,Central,Bangkok,13.769549,100.460565,Condominium,Entire home/apt,5,2,Gym|Heating|TV,234.18,1,365,3.28,3.31,3.28,3.54,3.26,3.04,3.03,False
154,"Entire home/apt in Menteng, Jakarta",1154,2020-06-08,Jakarta,within a day,65,82,False,5,True,True,Menteng,Central,Jakarta,-6.220876,106.828543,Loft,Entire home/apt,2,1,Elevator|TV|Wifi|Heating|Washer|Free parking|Kitchen|Pool|Workspace|Air conditioning|Iron,188.71,7,90,3.23,3.37,3.36,3.44,3.04,3.26,2.97,True
155,"Entire home/apt in Senayan, Jakarta",1155,2022-08-09,Jakarta,within a few hours,58,69,False,12,True,True,Senayan,South,Jakarta,-6.208273,106.80831,Condominium,Entire home/apt,7,4,Heating|Kitchen|Gym|Free parking|Pool|Washer,288.64,1,365,4.18,4.38,4.37,4.05,4.45,4.43,3.94,False
156,"Private room in Tiong Bahru, Singapore",1156,2023-08-02,Singapore,within a day,88,86,False,10,True,False,Tiong Bahru,East,Singapore,1.394307,103.798594,House,Private room,3,2,Elevator|Iron|Free parking|Kitchen|Washer|Wifi|Air conditioning,141.99,3,60,3.53,3.35,3.15,3.37,3.72,3.31,3.55,True
157,"Entire home/apt in Bukit Bintang, Kuala Lumpur",1157,2017-07-15,Kuala Lumpur,a few days or more,65,77,True,7,True,True,Bukit Bintang,Central,Kuala Lumpur,3.147565,101.668464,Loft,Entire home/apt,3,2,Gym|Washer|Iron|Heating|Air conditioning|Elevator|TV,176.01,3,365,4.76,4.82,4.6,5.0,4.85,4.78,4.68,False
158,"Entire home/apt in Orchard, Singapore",1158,2017-10-03,Singapore,within a few hours,79,91,False,8,True,True,Orchard,Central,Singapore,1.367946,103.810572,Apartment,Entire home/apt,1,1,Gym|TV|Wifi|Washer|Free parking|Iron|Workspace|Kitchen|Elevator|Air conditioning|Heating,181.28,7,1125,3.96,3.72,4.03,4.23,4.11,3.74,3.77,True
159,"Private room in Chinatown, Bangkok",1159,2016-01-05,Bangkok,within a few hours,74,85,False,7,True,True,Chinatown,Central,Bangkok,13.783191,100.531027,Serviced apartment,Private room,4,2,Workspace|Air conditioning|Iron|Heating|Elevator,181.54,1,90,4.34,4.32,4.34,4.22,4.57,4.15,4.3,True
160,"Entire home/apt in Bangsar, Kuala Lumpur",1160,2016-06-22,Kuala Lumpur,within a few hours,63,87,False,11,True,True,Bangsar,North,Kuala Lumpur,3.142728,101.678674,Loft,Entire home/apt,3,2,Elevator|Workspace|Iron,173.47,2,365,4.18,4.1,4.14,3.98,4.42,4.05,4.09,False
161,"Entire home/apt in Sukhumvit, Bangkok",1161,2024-07-29,Bangkok,within a few hours,79,97,True,10,True,True,Sukhumvit,West,Bangkok,13.753699,100.463039,Condominium,Entire home/apt,6,3,Air conditioning|Wifi|Workspace|Gym|Kitchen|Heating|Pool|Elevator,234.02,1,30,4.3,4.38,4.09,4.55,4.51,4.46,4.32,True
162,"Private room in Menteng, Jakarta",1162,2019-08-22,Jakarta,within a day,77,88,False,14,True,True,Menteng,West,Jakarta,-6.220824,106.835485,Apartment,Private room,5,2,Heating|Iron|TV|Air conditioning,132.11,2,1125,4.07,4.06,4.04,4.33,4.18,4.07,4.03,True
